ID,height
134316,165.0
117748,168.0
100720,173.0
79531,165.0
47288,165.0
121455,167.0
99342,165.0
114985,168.0
123774,165.0
117130,170.0
61229,167.0
15520,163.0
102916,168.0
56417,170.0
131008,167.0
116746,176.0
129837,165.0
126778,168.0
62458,170.0
130060,170.0
67074,175.0
99603,168.0
195,172.0
2614,158.0
104344,165.0
117122,163.0
108221,17.0
62505,166.0
118745,158.0
119401,160.0
102663,175.0
99095,158.0
8619,16.8
99880,158.0
6817,155.0
104503,156.0
107320,163.0
107383,180.0
111741,172.0
93622,158.0
123881,165.0
5301,165.0
99553,155.0
113612,156.0
112190,170.0
94072,17.2
108092,154.0
121642,173.0
107975,153.0
122612,178.0
5326,156.0
53131,167.0
1247,153.0
108753,16.599999999999998
99893,158.0
56616,17.5
124942,167.0
2869,164.0
108796,165.0
54202,17.0
116061,156.0
66713,15.4
24701,180.0
99433,174.0
105700,163.0
114237,159.0
101952,155.0
109157,154.0
4601,167.0
106523,168.0
3061,168.0
8053,171.0
93818,160.0
34147,186.0
4539,170.0
113591,170.0
111549,160.0
1914,145.0
121704,170.0
3767,177.0
362,16.200000000000003
127292,167.0
130400,173.0
129906,155.0
122132,150.0
114977,152.0
124432,164.0
2624,168.0
6674,152.0
4075,163.0
106970,163.0
9490,170.0
125350,170.0
75216,158.0
8994,15.5
131341,172.0
107047,170.0
114598,152.0
119041,158.0
99117,160.0
133414,162.0
104053,174.0
3603,152.0
99592,155.0
124945,170.0
7707,17.0
99250,164.0
105849,15.7
123844,174.0
4600,
104436,175.0
35233,174.0
100118,170.0
100310,168.0
65623,170.0
66345,165.0
57691,170.0
78367,170.0
107836,157.0
110539,
110819,162.0
119916,165.0
62500,157.0
1441,174.0
70,17.2
9338,160.0
66078,158.0
723,166.0
9774,173.0
39947,170.0
100877,158.0
100775,160.0
99671,170.0
125937,158.0
128804,157.0
106438,165.0
126833,159.0
98712,172.0
133,160.0
4422,167.0
36662,160.0
4603,168.0
4277,165.0
108415,178.0
783,172.0
94013,160.0
102699,167.0
55843,155.0
2225,15.5
54408,172.0
67000,172.0
125055,165.0
93973,160.0
116705,165.0
105586,153.0
127015,169.0
128011,168.0
126352,167.0
125619,176.0
134279,162.0
108339,168.0
9573,166.0
126470,165.0
66849,159.0
102278,168.0
98741,168.0
131476,165.0
124427,172.0
107130,161.0
129575,159.0
109397,162.0
9130,156.0
129278,152.0
122130,162.0
110167,166.0
120508,185.0
121494,170.0
50790,168.0
4640,165.0
52250,163.0
8513,175.0
103484,169.0
67487,16.8
5002,165.0
45872,174.0
4927,171.0
115181,160.0
4993,162.0
8169,165.0
100224,170.0
12822,176.0
65740,168.0
130781,170.0
129878,155.0
128100,166.0
125991,168.0
91797,170.0
3910,150.0
99941,16.0
108737,150.0
128905,160.0
127237,168.0
112157,165.0
118306,167.0
102329,156.0
105215,153.0
99958,158.0
110376,164.0
8219,16.4
5749,160.0
99080,158.0
102626,172.0
108664,170.0
3590,17.0
133276,160.0
103798,158.0
8681,155.0
126959,165.0
123071,17.0
102862,170.0
113173,160.0
101000,170.0
67108,172.0
55186,170.0
124086,158.0
100675,175.0
102658,160.0
112475,166.0
123563,155.0
99789,170.0
113171,178.0
768,168.0
125964,158.0
9348,150.0
485,160.0
77884,150.0
3992,152.0
63568,16.200000000000003
110506,155.0
108523,160.0
67636,163.0
4980,173.0
66001,152.0
122620,160.0
126624,165.0
55319,168.0
92839,168.0
110451,170.0
129178,170.0
113181,170.0
45993,168.0
4958,170.0
120425,155.0
93397,158.0
28465,162.0
6798,165.0
6243,155.0
9342,156.0
66143,175.0
2258,158.0
6968,158.0
101511,15.0
66016,157.0
5153,172.0
1331,160.0
2958,15.8
130783,153.0
126694,160.0
118750,167.0
100395,180.0
102784,158.0
114827,160.0
116343,165.0
104208,170.0
9004,158.0
6067,153.0
105981,161.0
105196,167.0
55357,160.0
131482,160.0
93489,166.0
120617,170.0
9782,160.0
9761,16.9
66376,155.0
107209,165.0
123108,155.0
129763,152.0
101142,160.0
1239,162.0
52856,160.0
136,160.0
49827,155.0
99509,162.0
1585,155.0
110039,160.0
104285,166.0
130944,166.0
108749,172.0
66625,16.9
35106,170.0
3861,173.0
111213,157.0
9470,15.4
67820,165.0
98781,172.0
121249,162.0
93563,180.0
5971,
115948,170.0
110958,172.0
66392,176.0
99800,170.0
104853,158.0
9218,150.0
108604,160.0
9114,165.0
107603,165.0
59376,150.0
99149,168.0
105377,167.0
105092,158.0
60049,167.0
67120,170.0
51016,160.0
49371,153.0
54174,165.0
99529,162.0
93691,16.599999999999998
8482,169.0
26503,167.0
132041,178.0
115545,162.0
63183,163.0
124101,155.0
67215,163.0
105033,174.0
3403,150.0
