id,education
104930,Đại học
1766,Đại học
99392,Trên đại học
9604,Dưới đại học
53712,Đại học
8100,kỹsư
101808,Dưới đại học
67650,Trên đại học
115858,Dưới đại học
1865,Đại học
3768,Đại học
52504,Đại học
115379,Dưới đại học
67439,Dưới đại học
7822,Đại học
74517,Đại học
46387,Đại học
7499,Đại học
117044,Dưới đại học
114760,Đại học
113187,Đại học
103028,Đại học
4947,Đại học
7592,
7255,Đại học
7839,
65425,Đại học
73209,
6750,Đại học
8519,Đại học
99612,Đại học
103940,Đại học
66770,Đại học
5415,Đại học
7791,Đại học
57306,Đại học
55763,Đại học
64407,Đại học
53667,Dưới đại học
130278,Đại học
8573,Đại học
9189,Đại học
5106,Dưới đại học
9225,Đại học
108605,Đại học
111376,Đại học
67403,Đại học
122180,Đại học
99541,Đại học
104185,Dưới đại học
100504,Dưới đại học
4696,Dưới đại học
106283,Đại học
104420,Dưới đại học
7555,Đại học
61070,Đại học
64030,Đại học
7747,
99352,Dưới đại học
41065,Đại học
59391,Đại học
82822,Dưới đại học
55313,Đại học
111700,Dưới đại học
94005,Đại học
7949,Đại học
67346,Đại học
53089,Đại học
101304,Đại học
30203,Đại học
101629,
106974,Dưới đại học
67361,Dưới đại học
105261,Dưới đại học
53453,Đại học
102598,Đại học
101896,Đại học
30025,Đại học
6427,Dưới đại học
99540,Đại học
99133,
913,Dưới đại học
4952,Đại học
35725,Dưới đại học
101647,Dưới đại học
103184,Dưới đại học
111660,Đại học
94010,Dưới đại học
108249,Dưới đại học
1656,Đại học
67689,Dưới đại học
66250,Đại học
67480,Trên đại học
103169,Dưới đại học
75215,Đại học
65198,Dưới đại học
53536,Đại học
98591,Trên đại học
78661,Dưới đại học
113183,Đại học
83429,Dưới đại học
67179,Dưới đại học
112882,Dưới đại học
102630,Dưới đại học
121594,Dưới đại học
110888,Đại học
67027,Đại học
99581,Trên đại học
60499,Đại học
105983,Dưới đại học
1294,Đại học
98852,Đại học
60520,Dưới đại học
103244,Dưới đại học
103260,Dưới đại học
66759,Đại học
64588,Dưới đại học
108803,Dưới đại học
1403,Đại học
67388,Đại học
9353,
47228,Dưới đại học
108602,Đại học
3482,Đại học
66763,Dưới đại học
101248,Dưới đại học
7094,Dưới đại học
112134,Đại học
98876,Đại học
98877,Đại học
5516,Đại học
92701,Đại học
67394,Đại học
59862,Đại học
102079,Trên đại học
99672,Đại học
103906,Dưới đại học
113765,Dưới đại học
66038,Đại học
7640,Đại học
93582,Đại học
67087,Đại học
101357,Trên đại học
61701,Đại học
75499,Dưới đại học
66847,
960,Đại học
67498,Đại học
110599,Đại học
92427,Đại học
50601,Dưới đại học
4992,Đại học
66444,Đại học
9647,Đại học
104685,Dưới đại học
114748,Dưới đại học
100298,Đại học
63626,Dưới đại học
111870,Dưới đại học
49562,Đại học
103077,Dưới đại học
74112,Đại học
105480,Trên đại học
113747,Dưới đại học
54108,Đại học
115905,Dưới đại học
52792,Đại học
82294,Dưới đại học
67350,Đại học
120540,Đại học
67171,Dưới đại học
1000,Dưới đại học
129688,Đại học
65147,Dưới đại học
2578,Đại học
80249,Dưới đại học
112243,
99711,Đại học
66026,Dưới đại học
29782,Đại học
67776,Dưới đại học
9451,Đại học
113711,
52231,Đại học
98344,Trên đại học
59121,Dưới đại học
47302,Đại học
65962,Đại học
120081,Đại học
52748,Đại học
9389,
66677,Đại học
98733,Đại học
7160,Đại học
3289,Đại học
74337,Dưới đại học
4411,Dưới đại học
108267,Dưới đại học
66203,Dưới đại học
102705,Đại học
91819,Trên đại học
58948,Đại học
66233,Dưới đại học
9014,Dưới đại học
64684,Đại học
67192,Đại học
118337,Dưới đại học
117511,Dưới đại học
4571,Dưới đại học
64324,Dưới đại học
9370,Đại học
112015,Đại học
65941,Đại học
67223,Trên đại học
66294,Dưới đại học
98813,Đại học
81458,Đại học
56501,Dưới đại học
79183,Đại học
62398,Đại học
101615,Đại học
63581,Đại học
3446,Đại học
42151,Dưới đại học
67225,Đại học
67521,Dưới đại học
9099,
7818,Dưới đại học
66124,Dưới đại học
9116,
67114,Đại học
108626,Đại học
115677,Dưới đại học
57198,Dưới đại học
63308,Đại học
54367,Trên đại học
52147,Dưới đại học
103528,
66684,Dưới đại học
103557,Dưới đại học
110873,Đại học
99405,Dưới đại học
66052,Đại học
103832,Đại học
104949,Dưới đại học
66251,
52966,Dưới đại học
17164,Đại học
7834,
9001,Đại học
66921,Dưới đại học
99803,Đại học
79888,Đại học
65005,Đại học
104014,Đại học
104313,Đại học
92886,Trên đại học
8889,
62750,Đại học
7868,Đại học
99247,Đại học
99736,Đại học
6930,Dưới đại học
67665,Đại học
53608,Đại học
102584,Đại học
52365,Dưới đại học
9423,Trên đại học
4806,Đại học
1592,Đại học
66957,Đại học
105379,Đại học
67092,Đại học
17842,Đại học
9356,Dưới đại học
103195,Dưới đại học
111473,Đại học
102508,Trên đại học
124312,Đại học
122374,Đại học
102952,Dưới đại học
8551,Đại học
58726,
8899,Đại học
66082,Dưới đại học
66027,Đại học
105007,Đại học
66470,Đại học
93690,Dưới đại học
119396,Dưới đại học
120722,Du học
66213,Đại học
75102,Đại học
110832,Đại học
67210,
7770,
4288,Dưới đại học
7829,Dưới đại học
66936,Đại học
77948,Dưới đại học
65357,
106942,Dưới đại học
65802,Đại học
66898,Đại học
111243,Dưới đại học
102230,Dưới đại học
115726,Đại học
123085,
9733,Đại học
5995,Đại học
67277,Đại học
102389,Trên đại học
67048,Đại học
8883,
74751,Đại học
4240,
66917,Dưới đại học
107746,Đại học
107084,Dưới đại học
67130,Đại học
66298,Dưới đại học
108707,
109206,Đại học
66722,Dưới đại học
67249,Đại học
103268,Dưới đại học
106321,Dưới đại học
9009,
8865,Dưới đại học
67188,Dưới đại học
67382,Dưới đại học
53605,Đại học
66391,Dưới đại học
3951,Dưới đại học
66068,Dưới đại học
3725,Dưới đại học
62453,Đại học
4051,Dưới đại học
121484,Dưới đại học
66658,Đại học
9230,Đại học
66145,Đại học
83300,Đại học
63670,Đại học
2868,Dưới đại học
65928,Đại học
105051,Đại học
67137,
106989,Dưới đại học
66270,Đại học
65210,Đại học
103105,Đại học
59274,Dưới đại học
53095,Đại học
65724,Dưới đại học
5737,Dưới đại học
66591,Đại học
93680,Đại học
54197,Đại học
937,Đại học
99988,Đại học
67260,Đại học
67320,Đại học
66835,Đại học
67111,Đại học
98313,Dưới đại học
77572,Đại học
9654,Dưới đại học
77531,Đại học
7519,Trên đại học
111470,Đại học
67194,Dưới đại học
39858,Đại học
29999,Đại học
2853,Dưới đại học
53229,Dưới đại học
108516,Đại học
5412,Trên đại học
100326,Đại học
101247,Dưới đại học
5388,Dưới đại học
53695,Dưới đại học
1928,Đại học
66648,Dưới đại học
37338,Trên đại học
67431,Đại học
65903,Đại học
6928,Trên đại học
53443,Đại học
93837,Trên đại học
27619,Dưới đại học
49699,Đại học
8419,Trên đại học
54249,Đại học
12820,Đại học
2499,Đại học
4967,Trên đại học
4270,Đại học
31985,Đại học
100018,Đại học
107623,Đại học
9185,Dưới đại học
65894,Đại học
66958,Trên đại học
60940,Đại học
66013,Dưới đại học
56384,Đại học
65715,Dưới đại học
66791,Trên đại học
67091,Đại học
5016,Đại học
3264,Trên đại học
893,Dưới đại học
9578,Đại học
67117,Đại học
66074,Dưới đại học
8001,Trên đại học
7456,Dưới đại học
5086,Đại học
66478,Trên đại học
44503,Đại học
50317,Đại học
66954,Dưới đại học
67353,Dưới đại học
4226,Đại học
37262,Đại học
104295,Dưới đại học
8376,Đại học
53630,Đại học
3240,Dưới đại học
59235,Đại học
1828,Đại học
65869,Dưới đại học
7674,Đại học
10507,Đại học
2571,Đại học
66668,Đại học
66248,Đại học
66119,Trên đại học
66139,Dưới đại học
577,Đại học
8911,Đại học
66802,Đại học
102614,Dưới đại học
4409,Đại học
99059,Đại học
105697,Trên đại học
92326,Đại học
3368,Đại học
9277,
98726,Đại học
1423,Đại học
1420,Đại học
48244,Đại học
5457,Đại học
101017,Trên đại học
98730,Đại học
5256,Đại học
66366,Đại học
4284,Đại học
9634,Đại học
67395,Đại học
26171,Đại học
8754,Đại học
9362,Đại học
9438,Trên đại học
8888,Đại học
3065,Dưới đại học
7900,Trên đại học
3206,Đại học
4643,Đại học
9219,
6711,Đại học
98767,Đại học
93519,Dưới đại học
1700,Trên đại học
47616,Đại học
2469,Trên đại học
60021,Đại học
99054,Dưới đại học
66788,Đại học
8356,Dưới đại học
75854,Trên đại học
8934,Dưới đại học
58584,Đại học
93946,Đại học
115242,Đại học
110997,Trên đại học
99353,Đại học
131519,Đại học
131477,Đại học
131661,Dưới đại học
2485,Trên đại học
66738,Đại học
8926,Đại học
2413,Đại học
67821,Đại học
7956,Đại học
66616,Đại học
2295,Đại học
66247,Dưới đại học
7596,Dưới đại học
50181,Đại học
60134,Đại học
67238,Dưới đại học
98792,Đại học
7691,
102666,Dưới đại học
73771,Đại học
107700,
92634,Đại học
102965,Trên đại học
9269,Trên đại học
8373,Dưới đại học
9034,Đại học
130023,Đại học
134603,Đại học
57873,Đại học
1088,Trên đại học
79374,Đại học
103749,Dưới đại học
5777,Dưới đại học
67025,Đại học
82919,Dưới đại học
2387,Dưới đại học
66274,Dưới đại học
99143,Dưới đại học
8842,Dưới đại học
3835,Dưới đại học
67365,Đại học
65967,Dưới đại học
107085,Dưới đại học
60261,Đại học
105109,Dưới đại học
41028,Dưới đại học
66659,Dưới đại học
8628,Đại học
65561,Đại học
66336,Đại học
7474,Dưới đại học
4449,Đại học
73629,Đại học
75324,Đại học
79034,Đại học
1098,Trên đại học
3897,
66824,Dưới đại học
58443,Đại học
66991,Dưới đại học
4130,Đại học
77623,Đại học
99048,Đại học
58916,Đại học
8203,Đại học
62303,Đại học
6300,Dưới đại học
3052,Đại học
9609,Dưới đại học
67151,Dưới đại học
45203,Dưới đại học
66195,Trên đại học
75329,Đại học
4853,Trên đại học
67204,Đại học
67496,Trên đại học
9347,Dưới đại học
8828,Dưới đại học
2729,Đại học
46135,Dưới đại học
7302,Đại học
73628,Đại học
7695,Trên đại học
9371,Dưới đại học
65946,Dưới đại học
66395,Đại học
8152,Dưới đại học
37983,Đại học
65898,Dưới đại học
9303,Dưới đại học
78767,Trên đại học
66843,Dưới đại học
7896,Đại học
58747,Dưới đại học
48787,Đại học
4801,Dưới đại học
66221,Dưới đại học
7445,Đại học
3967,Dưới đại học
63554,Dưới đại học
51828,Đại học
38,Đại học
67018,Đại học
3033,Đại học
5158,Dưới đại học
100363,Đại học
8609,Đại học
66020,Đại học
67235,Dưới đại học
75698,Đại học
50253,Đại học
8922,Dưới đại học
79381,Đại học
7619,Trên đại học
5284,Đại học
7343,Đại học
780,Đại học
1564,Dưới đại học
9092,Dưới đại học
9742,Đại học
53757,
66237,Trên đại học
6360,Đại học
63561,Đại học
9473,Dưới đại học
62394,Đại học
8906,Đại học
7467,Đại học
8919,Đại học
4679,Đại học
5294,Dưới đại học
5196,Đại học
3020,Đại học
61204,Đại học
5180,
49159,Đại học
9581,Đại học
77599,Đại học
9885,Đại học
3231,Đại học
1622,Dưới đại học
8347,Dưới đại học
711,Đại học
8095,Đại học
66883,Đại học
45117,Đại học
60816,
8943,Dưới đại học
53335,Đại học
44842,Trên đại học
9251,Đại học
65734,Đại học
67243,Dưới đại học
134331,
